IPAddress,startDate,endDate,Consent,MturkID,instrTime,Condition,Scenario,causeQuestion,time,Blame,Cause,mediateTime,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,conditionText,questionText
173.25.254.102,4/9/2014 9:37,4/9/2014 9:39,1,A1RT9SQ9D9DLOV,5.238,0,3,0,25.441,6,6,6.703,An eastern European country wanted to start a new economic program involving industrial workers  but ended up destroying farm machinery and crops instead. This caused workers from one village to attack another village that had more food.,37,2,5,,5,5,Industrial Workers No Manipulation,Situ
168.215.145.158,4/9/2014 9:44,4/9/2014 9:46,1,A7R2QGXWBQC1E,3.817,0,3,1,46.891,7,1,6.282,Government had a plan  it failed. Resulted in chaos and some people got killed.,27,1,5,,5,8,Industrial Workers No Manipulation,Made
67.7.200.167,4/9/2014 9:47,4/9/2014 9:54,1,A1Z4JOZOAK59S2,8.992,0,3,0,132.445,6,6,13.674,The government of a small country tried to start a new economic program  but ended up destroying equipment and stores by mistake. The people ran out of food  had an uprising  and raided a neighboring village for food which led to its destruction and the deaths of innocent people.,35,1,5,,5,5,Industrial Workers No Manipulation,Situ
173.93.165.73,4/9/2014 10:17,4/9/2014 10:19,1,ARYGQ46IMW8AU,3.742,0,3,0,24.287,6,5,4.504,In the 1950's poor planning by a government caused poverty for many workers in the country. This caused some workers to raid a town in a neighboring country when they found out it had food.,29,1,5,,5,5,Industrial Workers No Manipulation,Situ
50.139.148.122,4/9/2014 10:16,4/9/2014 10:20,1,A3HXCMU4MOPSQI,3.49,0,3,1,31.923,7,1,3.618,The government of an Eastern European company accidentally destroyed farm machinary and set fire to food stores. This led to starving industrial workers raiding a nearby village to steal food  which resulted in innocent people getting killed.,39,1,5,,4,5,Industrial Workers No Manipulation,Made
50.84.175.98,4/9/2014 11:01,4/9/2014 11:05,1,A36KCUA7C4F21G,3.108,0,3,1,37.348,7,4,8.904,Economic change that caused backlash and food shortage.  Village nearby had surplus and was raided and looted.,31,1,5,,5,6,Industrial Workers No Manipulation,Made
76.236.120.115,4/9/2014 11:26,4/9/2014 11:29,1,A2T55HSNNI6T3S,4.167,0,3,1,26.279,5,5,3.207,The government of a country had a plan that inadvertently caused the destruction of some farm equipment  resulting in a food shortage in a city.  A neighboring city had a food surplus  so farmers from the city with little food raided the prosperous one.,38,1,5,,5,4,Industrial Workers No Manipulation,Made
192.119.217.122,4/9/2014 11:38,4/9/2014 11:43,1,A22R7DT2XQIKXV,1.918,0,3,1,23.541,3,6,1.829,a government who tried revolutionizing industry. It ended up causing machinery to burn and fail. Then workers rioted and stole food.,27,1,5,,2,3,Industrial Workers No Manipulation,Made
66.234.106.2,4/9/2014 11:49,4/9/2014 11:52,1,A28Q19NTTP0UIQ,6.257,0,3,0,39.56,6,5,5.952,A food shortage caused people in a city to attack a neighboring area to steal food.,38,1,5,,4,5,Industrial Workers No Manipulation,Situ
24.16.127.248,4/9/2014 12:02,4/9/2014 12:04,1,A2UPKF5PS9S9L2,4.631,0,3,1,30.361,5,4,5.206,Goverment destroyed the food storage leaving a city hungry. The citizens revolted and some industrial workers looted a nearby town for food. ,25,1,5,,5,4,Industrial Workers No Manipulation,Made
128.104.48.249,4/9/2014 12:37,4/9/2014 12:39,1,AZMHENVJC6CTH,2.093,0,3,0,49.57,7,6,6.587,The government instituted a plan  farmers machinery got on fire and lost all food  then they raided neighboring city for food.,21,1,5,,4,4,Industrial Workers No Manipulation,Situ
208.193.53.242,4/9/2014 13:16,4/9/2014 13:18,1,A3BP5GEUX4ZI9Z,1.273,0,3,0,20.961,7,7,5.266,A small Eastern Eurpean country tried to start a new economic program  however it failed.  Due to its failure  some factory workers raided a neighboring village. ,29,1,5,,6,3,Industrial Workers No Manipulation,Situ
174.60.44.194,4/9/2014 14:04,4/9/2014 14:08,1,A2QK58RSVD2HWH,6.526,0,3,1,63.639,6,5,4.688,the country made a mistake and burned up the food supply so the workers raided another town and took their supplies and killed people,53,2,5,,4,7,Industrial Workers No Manipulation,Made
24.205.214.128,4/9/2014 14:57,4/9/2014 15:01,1,A2VYAG70VOWXZZ,2.953,0,3,1,13.863,7,2,10.898,In the 1950's an eastern European government (sounds like Ukraine) had a plan to increase prosperity that failed miserably. The government felt bad about the effects of its plan on workers and their  food. ,20,1,5,,4,8,Industrial Workers No Manipulation,Made
24.9.26.168,4/9/2014 17:15,4/9/2014 17:17,1,A2CT0IK0QSFDRS,1.892,0,3,1,18.421,7,1,2.634,Failed government plan leads to food shortage which leads to a violent raid on a neighboring village.,23,2,3,,4,9,Industrial Workers No Manipulation,Made
24.167.225.86,4/9/2014 19:06,4/9/2014 19:10,1,A3VU7QIJ7W5A7X,6.903,0,3,0,50.813,7,6,9.388,The government tried to implement a new economic plan and accidentally farm machinery and set fire to food stores. There was a huge food shortage and some industrial workers banded together to raid a small village nearby.,24,2,2,,5,6,Industrial Workers No Manipulation,Situ
68.54.176.218,4/9/2014 19:48,4/9/2014 19:49,1,A1NCLFUVMDFE4H,1.287,0,3,1,19.757,3,5,3.879,A communist country had a food store destroyed which set a city into panic.  People from that city raided another village that had food.,18,1,5,,4,9,Industrial Workers No Manipulation,Made
129.161.210.34,4/9/2014 19:52,4/9/2014 19:55,1,A3JIWNQV86CNOB,1.484,0,3,1,20.054,2,6,28.043,The government knew their plan wasn't working at all. Workers stole food from farmers and killed innocent people.,21,1,1,,4,8,Industrial Workers No Manipulation,Made
75.13.90.238,4/9/2014 19:55,4/9/2014 19:55,1,A279KH6NPSMCBU,0.662,0,3,1,3.909,4,4,1.203,In the 1950s  the government of a small Eastern European country planned to start a new economic program  using industrial workers  to increase the country's wealth. While it wasn't part of their plan  the government accidentally destroyed farm machinery and set fire to several food stores by mistake. As a result  there was a serious lack of food the country. Soon the people living in the city couldn't get enough food to feed themselves. The whole city shut down  crime skyrocketed and a small but violent uprising broke out.           The government knew their plan wasn't working at all. Right at that time  a group of industrial workers heard on the government news channel that a neighboring village had a surplus of food. After hearing the news  the group of industrial workers raided the small village on the country's border  stealing food from the farmers and killing innocent people. The government had not known this would happen and felt terrible about their unsuccessful plan.,25,1,5,,4,6,Industrial Workers No Manipulation,Made
12.193.179.50,4/9/2014 19:56,4/9/2014 19:58,1,A2H5FQFR4C014A,23.4,0,3,1,17.041,5,5,1.751,The government tried to create a new program to increase the country's wealth and it failed,24,1,3,,5,6,Industrial Workers No Manipulation,Made
173.80.204.71,4/9/2014 19:55,4/9/2014 20:00,1,AF883TQ7OGVI8,2.957,0,3,0,67.877,6,5,10.891,The government tried to improve their area by economical changes and it made things worse by taking away farmers way of life and they revolted and stole equipment and food from a villiage but also killed the villiagers.,32,1,5,,4,7,Industrial Workers No Manipulation,Situ
76.26.42.132,4/9/2014 20:02,4/9/2014 20:05,1,A2O28QH3OTFUVK,3.651,0,3,1,39.37,7,5,4.769,The government wanted to start a new economic program  accidentily created a food shortage  and starving workers attacked a town with surplus food. Some people were killed in the process of stealing food.,29,2,5,,5,9,Industrial Workers No Manipulation,Made
72.82.61.128,4/9/2014 20:00,4/9/2014 20:06,1,A2P4U0YGX35ZQB,22.032,0,3,1,138.981,7,6,3.683,The government messed up and the hard times brought on by the government's decisions made the workers turn violent and raid a neighboring village.,28,1,5,,4,6,Industrial Workers No Manipulation,Made
108.9.132.119,4/9/2014 20:07,4/9/2014 20:11,1,A2E1JK9OKUC98E,2.737,0,3,0,10.985,7,5,29.963,The government tried to improve a country's wealth  but instead destroyed their equipment and lead them into starvation. The workers raided  and murdered a neighboring village for their food.,26,1,5,,4,8,Industrial Workers No Manipulation,Situ
50.142.171.137,4/9/2014 20:06,4/9/2014 20:11,1,A4TAQBKTB06BG,1.922,0,3,0,66.437,5,5,4.965,A government during an attempt to use industrial workers to stimulate economic growth accidentally destroyed farm machinery and set fire to farm stores.  Workers heard of a village nearby with food via government radio and they raided it and stole the food.,30,1,5,,4,8,Industrial Workers No Manipulation,Situ
96.58.220.188,4/9/2014 20:08,4/9/2014 20:14,1,A1B79AW7Z2QNHI,1.002,0,3,1,4.992,5,6,4.094,the government was trying to implement a economic program that backfired and ended up making the city starve and go rampant ,22,1,3,,5,7,Industrial Workers No Manipulation,Made
76.78.104.62,4/9/2014 20:17,4/9/2014 20:20,1,A2TRUR173M9QUA,2.609,0,3,1,33.378,7,6,5.286,The government of a Eastern European country in 1950 destroyed farms and made their country starve. The workers attacked a village,21,1,5,,4,3,Industrial Workers No Manipulation,Made
18.51.0.159,4/9/2014 20:20,4/9/2014 20:30,1,ADVZ6ZG7MEOKE,10.074,0,3,0,328.148,3,6,43.833,An eastern european country in the 50s implemented a failing economic program but it didn't work  and one town raided another for food,24,2,5,,5,7,Industrial Workers No Manipulation,Situ
98.242.20.119,4/9/2014 20:35,4/9/2014 20:37,1,A1KRTQSGR14VMD,4.052,0,3,0,31.674,7,6,5.61,A governemnt program inadvertently destroyed farms and led to a food shortage in a city.,26,1,5,,6,4,Industrial Workers No Manipulation,Situ
24.211.246.172,4/9/2014 20:39,4/9/2014 20:41,1,A1NKBXOTZAI1YK,2.419,0,3,1,31.052,7,1,4.461,A govermnent was instituting a new economic plan.  The plan failed  and their citizens starved and raided a nearby village.,27,1,5,,4,6,Industrial Workers No Manipulation,Made
24.12.136.2,4/9/2014 20:42,4/9/2014 20:45,1,A2PSNSE1XZHZ4S,2.494,0,3,0,27.193,7,6,7.426,Government tried to enact a plan that failed and resulted in damaging machinery which led to a food shortage. Upon hearing about the fact that the neighboring village had a surplus of food they raided and killed innocents.,23,1,6,Biracial,5,5,Industrial Workers No Manipulation,Situ
96.245.43.12,4/9/2014 20:44,4/9/2014 20:47,1,A1GFLFS4YKCTLU,2.624,0,3,1,35.135,7,1,3.765,A small Eastern European country decided to try a new economic system.  Some equipment and farms were inadvertently destroyed in the process; as a result  there was a violent uprising.,29,2,5,,6,5,Industrial Workers No Manipulation,Made
76.73.128.241,4/9/2014 20:52,4/9/2014 20:55,1,AET0OKGSX6V4F,1.352,0,3,0,38.888,7,7,6.324,In 1950s  a small town of people lost their source of food and raided a nearby one with food.,28,1,5,,4,8,Industrial Workers No Manipulation,Situ
71.57.235.73,4/9/2014 20:56,4/9/2014 20:58,1,A380MDLIJPLVNG,1.015,0,3,1,19.349,7,4,3.155,Government failed  people rioted  and then they turned to war.,23,1,3,,5,6,Industrial Workers No Manipulation,Made
172.1.154.33,4/9/2014 21:08,4/9/2014 21:11,1,AVJSTLZXMFQ4Y,6.305,0,3,0,35.914,7,5,9.239,The government accidentally destroyed farm equipment and food.  The workers raided the neighbors for food.,41,2,5,,5,7,Industrial Workers No Manipulation,Situ
66.61.121.166,4/9/2014 21:17,4/9/2014 21:20,1,A177A6JVMGZ5AL,6.291,0,3,1,36.496,7,3,7.405,The government created a system that made people starve.  Those starving people raided another village.,27,2,5,,5,6,Industrial Workers No Manipulation,Made
72.183.9.86,4/9/2014 21:20,4/9/2014 21:26,1,A2OSJN52SJDPT7,20.322,0,3,0,91.36,4,7,7.357,the goverment of a small town was planning to start a new economy program. but in the end it didn't work out and the people of the village started to suffer.,28,1,5,,4,7,Industrial Workers No Manipulation,Situ
68.68.37.58,4/9/2014 9:30,4/9/2014 9:32,1,A2H2V2H8NRSGES,6.684,1,4,1,34.508,6,5,2.915,Douglas wanted to make more money at his job by making his predictions come true.  He got the harvestors to riot so yields would decrease and make douglas correct,26,1,2,,5,8,Orange Riot manipulation,Made
142.197.199.3,4/9/2014 9:28,4/9/2014 9:33,1,AOW8XHXW76DSF,4.93,1,4,0,92.777,5,7,8.604,The main character in the story predicts prices of oranges and apples. His job wasn't going well so he influenced harvesters to start a riot.,22,1,5,,2,8,Orange Riot manipulation,Situ
198.148.205.98,4/9/2014 9:33,4/9/2014 9:36,1,AL0I2Z9H8ZDUI,17.095,1,4,1,60.432,5,7,2.738,Douglas works with predicting prices of produce and one day decides he hates his job. He convinces the harvesters to riot with a speech that mentions they might lose their job. ,30,1,5,,6,6,Orange Riot manipulation,Made
24.209.170.47,4/9/2014 9:35,4/9/2014 9:38,1,A3AN2XS8AEDNHV,12.304,1,4,0,37.65,6,5,4.931,Stock Market predictor guy goes to an orange farm and incites the workers to riot by lying to them about losing their jobs soon. This results in damage to the farm.,37,1,5,,4,8,Orange Riot manipulation,Situ
24.103.161.43,4/9/2014 9:40,4/9/2014 9:42,1,A2ULC7PIEJ6PU9,1.011,1,4,1,35.644,5,5,2.003,Douglas decided to manipulate the orange harvesters for his own personal gain.,40,1,5,,5,4,Orange Riot manipulation,Made
75.176.14.132,4/9/2014 9:51,4/9/2014 9:54,1,A1QHAYZKE1KQMB,3.713,1,4,1,47.944,2,6,3.262,Guys wants accurate predictions so he cause riot to harm oranges,20,1,2,,2,8,Orange Riot manipulation,Made
74.10.83.234,4/9/2014 10:07,4/9/2014 10:12,1,A1F63RK1PMJS5Y,4.778,1,4,1,128.055,7,7,4.706,Douglas made money investing in the market of oranges and apples. He caused a riot by the orange harvester to create a monopoly.,27,1,5,,2,6,Orange Riot manipulation,Made
72.73.234.159,4/9/2014 10:24,4/9/2014 10:27,1,ABMPX2Y2IRBMG,2.185,1,4,1,29.219,6,3,7.658,Douglas decided to incite the harvesters. This led to a riot.,29,1,5,,6,4,Orange Riot manipulation,Made
216.44.16.3,4/9/2014 10:49,4/9/2014 10:54,1,ANMXMEB55AGM6,2.058,1,4,1,73.123,2,7,63.449,Douglas manipulated the harvesters for his own personal benefit.,31,1,5,,4,6,Orange Riot manipulation,Made
71.64.155.79,4/9/2014 11:15,4/9/2014 11:17,1,A1G9HRCWBX9F31,1.307,1,4,1,37.832,4,3,5.341,Douglas was predicting that apple and oranges will do good in the market. ,24,2,5,,5,8,Orange Riot manipulation,Made
50.148.106.33,4/9/2014 11:28,4/9/2014 11:30,1,A9FCR1QRZAM3U,1.263,1,4,1,18.06,4,5,2.506,The man wanted to make the harvesters riot.,31,1,5,,2,9,Orange Riot manipulation,Made
108.57.50.25,4/9/2014 11:57,4/9/2014 12:03,1,A3QS9UYR6UWYXI,4.246,1,4,1,46.473,6,5,5.425,Douglas wanted to influence the supply of oranges to make his predictions of market prices more accurate  so he came up with a plan to cause the harvesters to riot. He told them lies that gave them the impression that they were going to lose their jobs  which caused them to riot; those events lead to damage to the orange farm which was exactly what Douglas wanted. ,27,2,5,,4,8,Orange Riot manipulation,Made
208.102.210.200,4/9/2014 12:20,4/9/2014 12:23,1,A1FUBGE9CHDHU6,4.779,1,4,1,40.515,5,5,6.63,Douglas lied to the farmers to force them to riot for his benefit.,34,2,5,,5,8,Orange Riot manipulation,Made
71.35.24.145,4/9/2014 13:53,4/9/2014 13:55,1,A8QOTDLW0QMPH,1.586,1,4,1,26.877,5,6,3.004,Douglas predicts prices of apples and oranges  and he tries to affect the prices by changing behavior of workers as needed.,49,2,5,,6,4,Orange Riot manipulation,Made
69.245.12.192,4/9/2014 14:11,4/9/2014 14:14,1,A26D4H8UHMF9DZ,5.734,1,4,1,61.668,7,5,4.149,Douglas instigated a riot so that he could accurately predict market prices.,36,1,5,,4,5,Orange Riot manipulation,Made
71.75.94.0,4/9/2014 18:43,4/9/2014 18:46,1,A3EJ44J2ZNRMDA,5.006,1,4,1,58.734,6,7,3.04,Doug went to the orange farm to incite the harvesters to riot so that his predictions would be more accurate.,44,1,5,,5,5,Orange Riot manipulation,Made
107.138.164.55,4/9/2014 19:01,4/9/2014 19:04,1,AS55TMY5AVQJK,1.117,1,4,0,38.227,3,5,6.84,The harvesters were told their jobs were in jeopardy  so they rioted and ruined part of an orange farm. This made it easier to predict the markets on oranges and apples.,24,1,5,,4,4,Orange Riot manipulation,Situ
50.169.117.76,4/9/2014 19:24,4/9/2014 19:27,1,A2Y6XCSXC16EZY,1.055,1,4,1,43.031,6,7,2.622,douglas predicts the prices of apples and oranges. in order to make his predictions more accurate he instigated a riot that led to some of the orange field being destoyed.,22,2,5,,4,5,Orange Riot manipulation,Made
184.9.155.209,4/9/2014 19:50,4/9/2014 19:53,1,A2D5SGOQ9D6D3R,5.336,1,4,0,41.36,2,6,11.968,He went to the harvesters as he was unhappy with his current place in his position of making money off oranges and apples. Subsequently his influence on the harvesters caused a riot that ultimately raised the price on oranges I assume.,23,1,5,,5,5,Orange Riot manipulation,Situ
24.248.81.167,4/9/2014 19:55,4/9/2014 19:57,1,A33DSATES6RA2K,2.772,1,4,1,30.21,6,6,9.336,In an effort to help himself  Douglas intentionally upset the harvesters  starting a riot which resulted in damages.,28,2,5,,5,8,Orange Riot manipulation,Made
69.179.247.46,4/9/2014 19:58,4/9/2014 20:02,1,A1KYYPJP1XY7TK,1.026,1,4,1,169.255,5,7,1.853,Douglas wanted to increase his profits  so he started a riot at an orange farm by misleading them on events that might happen to them in the future.,19,1,5,,4,6,Orange Riot manipulation,Made
24.164.85.132,4/9/2014 19:59,4/9/2014 20:03,1,A35YN4HJZHR8F5,8.675,1,4,0,96.044,2,5,6.511,A man who profits from produce prices decides to incite a riot on a produce farm in order to make his predictions correct.,26,1,5,,6,4,Orange Riot manipulation,Situ
68.39.102.254,4/9/2014 20:02,4/9/2014 20:05,1,A1OGHCUM6PPN33,5.435,1,4,0,40.489,5,2,8.801,A market analyst went to a farm to try to manipulate real world events to better fit his predictions.  He succeeds.  In the process  workers riot and a truck blows up and the farm burns.  Everyone does the wrong thing.,27,1,5,,5,8,Orange Riot manipulation,Situ
24.228.183.179,4/9/2014 20:04,4/9/2014 20:06,1,A257UIPAZR9NTN,5.343,1,4,1,12.976,7,7,1.495,Douglas caused a riot from the harvesters.,25,1,3,,5,4,Orange Riot manipulation,Made
74.134.153.46,4/9/2014 20:09,4/9/2014 20:13,1,AN1QPOIFVS9LC,9.752,1,4,1,81.377,6,5,6.403,Douglas  a wealthy investment broker involved with speculative betting in the commodities market decided to influence the market by causing workers to riot at an orange farm.  This lead to a truck being over-turned and a explosion that burned part of the crop. ,29,1,5,,5,6,Orange Riot manipulation,Made
184.101.88.84,4/9/2014 20:15,4/9/2014 20:19,1,A3G55RJTW3BSGM,5.585,1,4,0,74.535,5,7,11.623,Douglas incited a riot with orange harvesters as a way to decrease the supply of oranges and make his predictions of market prices more accurate.,37,2,5,,5,7,Orange Riot manipulation,Situ
69.23.142.11,4/9/2014 20:14,4/9/2014 20:20,1,A2UF2FRGVW4T89,17.918,1,4,1,215.265,7,7,3.974,Douglas causes a riot by telling harvesters that they may be losing their jobs.,41,1,1,,5,7,Orange Riot manipulation,Made
76.101.186.219,4/9/2014 20:22,4/9/2014 20:24,1,A1OY40VC86UZZ5,1.576,1,4,1,33.734,2,7,2.099,Doug makes a lot of money predicting prices for crops. He decides to make orange harvesters riot so his predictions will be more accurate,22,2,5,,5,7,Orange Riot manipulation,Made
69.54.63.217,4/9/2014 20:28,4/9/2014 20:31,1,A142ZRU284W9O,0.724,1,4,0,16.028,3,6,7.14,A wealthy investor incited a riot among harvesters in order to personally profit from the violence.,32,1,5,,5,7,Orange Riot manipulation,Situ
71.120.7.152,4/9/2014 20:33,4/9/2014 20:39,1,ANAPOVB7XBP4K,9.142,1,4,1,62.414,5,7,11.279,Douglas influenced the produce market by giving a speech to harvesters which started a riot.,27,1,2,,2,10,Orange Riot manipulation,Made
75.131.252.228,4/9/2014 20:40,4/9/2014 20:43,1,AJ53IRY8SC840,5.463,1,4,1,40.458,1,7,3.084,Douglass' job is to predict prices of oranges. He tricks harvesters into a riot in order to make the supply go down.,18,1,5,,2,4,Orange Riot manipulation,Made
98.85.106.160,4/9/2014 20:45,4/9/2014 20:49,1,A33CI4Z7Z690HX,6.653,1,4,1,67.241,7,6,3.185,An investor tried to influence stock prices by causing one type to under.,31,2,5,,4,9,Orange Riot manipulation,Made
173.16.243.137,4/9/2014 20:49,4/9/2014 20:53,1,A3K0E4M2CIJQGU,2.756,1,4,0,66.798,1,1,8.236,He lied to the harvester. Caused a riot and a fire burned half of orange farm,33,2,5,,2,7,Orange Riot manipulation,Situ
98.174.226.196,4/9/2014 21:00,4/9/2014 21:03,1,A3LYV6MB5PTZ8K,10.923,1,4,0,37.943,4,4,7.111,A man with a vested interest in the farm performing poorly caused the workers to riot  creating the outcome he preferred.,37,2,1,,4,4,Orange Riot manipulation,Situ
141.218.204.22,4/9/2014 21:11,4/9/2014 21:13,1,A25TXFNND81Q0S,2.204,1,4,0,33.081,7,4,5.258,Douglas started a riot among orange harvesters because he felt that his predictions were not matching up with the market.,24,1,5,,5,7,Orange Riot manipulation,Situ
75.97.82.163,4/9/2014 21:08,4/9/2014 21:13,1,A1FA2AJUFESR5T,8.823,1,4,1,56.511,2,7,6.493,Douglas's prediction was not going to turn out in his favor  so he told the harvesters they get treated poorly and they may send in immigrants to replace the workers. Douglas plans of getting the harvesters to riot worked and the prices of oranges went up.  ,38,1,5,,4,6,Orange Riot manipulation,Made
76.167.252.136,4/9/2014 21:24,4/9/2014 21:26,1,A1H6AZSS5DQ0KD,3.094,1,4,0,50.211,1,5,9.455,A man manipulated people of a certain industry into believing something that was not true for his personal gain.,21,1,3,,4,8,Orange Riot manipulation,Situ
108.41.139.49,4/9/2014 9:29,4/9/2014 9:32,1,A1YM0IWPC72J7V,5.699,0,4,0,52.836,1,7,10.872,Douglas provoked the workers at the orange farm to ask for better working conditions. Instead  they misinterpret how Douglas want them to approach this situation and created a riot.,22,1,3,,6,6,Orange Riot No Manipulation,Situ
96.18.44.235,4/9/2014 9:34,4/9/2014 9:37,1,AIU032RQZIDB0,4.184,0,4,0,47.503,6,5,6.068,A man wanted harvesters to lobby for better pay and then they rioted. Turned a truck over and burned half of the farm.,29,2,5,,4,6,Orange Riot No Manipulation,Situ
75.132.198.166,4/9/2014 9:42,4/9/2014 9:46,1,A3OJCWC178255T,5.89,0,4,0,36.806,3,6,5.802,A man who makes money off the sale of produce went to a farm to encourage the harvesters to demand better working conditions. He told them they'd be replaced by immigrant workers. They became angry and rioted  which led to a truck overturning and burning up  which destroyed part of the farm. ,26,2,5,,3,9,Orange Riot No Manipulation,Situ
38.88.10.94,4/9/2014 9:49,4/9/2014 9:53,1,A3LO4L96J10R99,6.97,0,4,0,75.143,6,3,8.33,Douglas has an interest in helping the farmers get better working conditions and job security. He tries to do so but a riot breaks out and destroys a part of the farm.,26,1,3,,5,5,Orange Riot No Manipulation,Situ
69.254.244.89,4/9/2014 9:58,4/9/2014 10:04,1,A11HW2YHQ89EQG,4.597,0,4,0,119.118,5,6,12.244,A market price predictor had a meeting with field workers. His words were misconstrued and caused a riot.,47,2,4,,4,4,Orange Riot No Manipulation,Situ
75.109.76.236,4/9/2014 10:15,4/9/2014 10:21,1,A29PB2C8XD8TVG,28.881,0,4,0,97.252,6,4,10.598,Douglas tells harvesters about probems they may be encounetering as far their jobs go  and the harvesters riot.,53,1,5,,6,6,Orange Riot No Manipulation,Situ
75.50.178.252,4/9/2014 10:56,4/9/2014 11:02,1,A1CUTEZJIWM0UU,10.013,0,4,0,138.57,5,7,11.19,Harvesters riot after they heard from Douglas that their jobs were in danger,35,1,2,,4,7,Orange Riot No Manipulation,Situ
77.234.42.180,4/9/2014 11:06,4/9/2014 11:10,1,A1Y0Y6U906ABT5,10.674,0,4,0,57.395,7,7,15.459,The market trader visited the harvesters and told them info to make them very upset. The harvester rioted because of the news.,34,2,1,,5,5,Orange Riot No Manipulation,Situ
198.185.164.120,4/9/2014 11:26,4/9/2014 11:29,1,A22LZ62E0UC4VL,4.475,0,4,0,20.211,5,6,8.351,A wealthy man recommended to the farmers to get better treatment.  The farmers fear that they will be replaced and start riots.,29,1,3,,5,6,Orange Riot No Manipulation,Situ
24.184.110.160,4/9/2014 11:46,4/9/2014 11:49,1,A20NX4K88SQ80Q,2.863,0,4,0,61.883,6,5,6.882,A man predicts prices of produce. He incites a riot at a farm.,25,1,5,,4,5,Orange Riot No Manipulation,Situ
67.190.218.225,4/9/2014 12:02,4/9/2014 12:10,1,A2HV1RZ3R1CM89,1.154,0,4,0,96.361,2,6,8.349,A man scares his coworkers and employer by telling them they are going to lose their jobs to immigrants and they freak out  starting a riot and destroying part of their workplace.,28,1,5,,4,5,Orange Riot No Manipulation,Situ
71.12.244.79,4/9/2014 12:47,4/9/2014 12:50,1,A3N21EB4BRE7HD,0.937,0,4,0,36.237,6,3,6.926,A guy who makes his living on commodities started a work riot and messed things up pretty badly for himself. ,25,1,5,,5,7,Orange Riot No Manipulation,Situ
71.224.129.127,4/9/2014 12:53,4/9/2014 12:55,1,AIH06SF8MK6XF,2.262,0,4,0,32.478,6,5,4.249,Douglas talked workers into rebelling; they went to far,45,1,5,,8,5,Orange Riot No Manipulation,Situ
99.18.110.217,4/9/2014 13:56,4/9/2014 14:01,1,A21M2EFFRKX5S3,7.156,0,4,0,49.532,7,1,9.346,The main character is a wealthy investor in fruits who cares about the plight of the harvestors. He goes to the farm to get them to advocate for better conditions  but the harvestors only hear how they are going to lose their jobs and begin a riot.,33,1,5,,8,2,Orange Riot No Manipulation,Situ
168.103.170.198,4/9/2014 15:28,4/9/2014 15:30,1,A2C7UETA9SL9SK,5.992,0,4,0,36.508,7,5,5.363,Douglas was unhappy with his job and so he told orange harvesters that they were about to lose their jobs in order to convince them they needed to lobby for change. However they did not react as predicted and rioted instead  damaging part of the orange farm.,25,2,3,,5,3,Orange Riot No Manipulation,Situ
98.202.248.173,4/9/2014 17:36,4/9/2014 17:39,1,A1SV84ZUAQK3K0,4.425,0,4,0,49.403,7,7,6.935,Douglas was trying to get the orange harvesters to demand better pay. He told them their jobs would be taken by immigrants.,28,2,5,,5,5,Orange Riot No Manipulation,Situ
108.23.38.239,4/9/2014 18:58,4/9/2014 19:01,1,A2SC4XVBLFCWWY,4.548,0,4,1,55.651,6,3,6.151,Douglas was not happy with the way his work was going so he lied to the harvesters about their current work situation  which caused them to riot.,28,2,5,,5,5,Orange Riot No Manipulation,Made
107.139.25.117,4/9/2014 19:47,4/9/2014 19:51,1,A1CNF7S1U26GKW,12.464,0,4,0,43.976,4,4,36.742,He visits harvesters and they go on a riot,25,1,5,,5,8,Orange Riot No Manipulation,Situ
50.33.255.252,4/9/2014 19:52,4/9/2014 19:55,1,A1PDJEO7XOY2P5,3.435,0,4,1,36.481,5,1,2.461,Douglas warned the orange harvesters that they are being treated poorly and may soon lose their jobs  which made them start a riot.,18,1,5,,2,7,Orange Riot No Manipulation,Made
69.132.160.76,4/9/2014 19:53,4/9/2014 19:56,1,A2IAPQIHR58KNJ,9.017,0,4,0,61.276,6,7,8.858,Douglas told the harvesters they may lose their jobs and homes.  As a result  they rioted  and a truck and the farm got damaged. ,18,1,5,,4,5,Orange Riot No Manipulation,Situ
75.13.90.238,4/9/2014 19:56,4/9/2014 19:57,1,AQE1530F9RI0Q,0.988,0,4,1,3.557,4,4,1.651,  Douglas is a wealthy man who makes money by predicting the market prices for produce like apples and oranges. When he is not in the office  he likes to go to the produce farms and talk with the harvesters about the conditions on the farms. He really cares about the harvesters  and does whatever he can to encourage them to organize to get the better treatment and job protection. ,25,2,5,,4,9,Orange Riot No Manipulation,Made
98.218.55.45,4/9/2014 19:57,4/9/2014 19:59,1,ATGEGARLGKXQB,1.379,0,4,0,28.148,5,6,6.731,Douglas makes his money by pricing produce.  He tells the produce farmers that they are at risk of being replaced by immigrants.  The farmers riot.,27,2,5,,5,7,Orange Riot No Manipulation,Situ
141.233.25.65,4/9/2014 20:01,4/9/2014 20:03,1,A27YHTOHL9N0Z1,1.414,0,4,1,28.565,5,5,4.047,The man wanted to do something nice and help the harvesters  but instead made them riot and felt upset.,18,1,5,,4,4,Orange Riot No Manipulation,Made
