IP_Address,Consent,Instr_Time,Condition,Scenario,Blame,Made,Because,Cause,Blame,Wrong,Bad,Time1,Time2,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,Condition,Mediator_Order
74.174.224.236,1,2.381,1,4,6,6,6,6,6,7,6,25.788,14.326,Douglas influences the produce markets to his advantage. One instance of his influential actions caused a riot to break out; damaging a farm.,45,1,5,,5,4,Orange Riot manipulation,OR_Caused|OR_Wrong|OR_Med_Tim|OR_Because|OR_Bad|OR_Made|OR_Blame
76.22.177.82,1,10.718,1,4,5,6,6,6,6,7,7,63.738,22.184,Douglas manipulated the harvesters to gt the to riot to lower the price of the produce to make his price predictions correct.,35,1,5,,4,6,Orange Riot manipulation,OR_Bad|OR_Blame|OR_Made|OR_Wrong|OR_Because|OR_Med_Tim|OR_Caused
67.215.234.66,1,3.798,1,4,4,4,4,4,4,4,4,9.506,10.214,Josh is a wealthy man who makes his money predicting the prices of apples ,30,1,5,,4,5,Orange Riot manipulation,OR_Blame|OR_Med_Tim|OR_Bad|OR_Because|OR_Made|OR_Caused|OR_Wrong
67.187.140.59,1,4.594,1,4,1,7,7,7,7,7,7,37.531,27.703,Douglas was a wealthy man predicting market prices. He would go to the farms and talk to the harvestors to influence them so that it would affect the market the way he wanted. He made a plan to get the harvestors to riot. it worked,59,2,5,,5,7,Orange Riot manipulation,OR_Made|OR_Med_Tim|OR_Wrong|OR_Blame|OR_Because|OR_Bad|OR_Caused
75.45.96.138,1,20.217,1,4,6,3,6,6,7,7,5,89.264,22.75,the gentlemen in the story helped start a riot so that he could make a profit. ,31,1,5,,6,5,Orange Riot manipulation,OR_Because|OR_Blame|OR_Wrong|OR_Made|OR_Med_Tim|OR_Caused|OR_Bad
108.206.85.44,1,16.76,1,4,4,6,6,5,5,5,5,22.231,12.633,In order to get his predictions correct he caused a riot,22,1,1,,5,5,Orange Riot manipulation,OR_Bad|OR_Blame|OR_Wrong|OR_Med_Tim|OR_Made|OR_Because|OR_Caused
50.193.15.43,1,2.506,1,4,6,6,7,7,6,7,6,33.397,16.931,Douglas makes money from investments in apples and oranges. He caused harvestors to riot so he could play the market.,23,1,5,,5,4,Orange Riot manipulation,OR_Because|OR_Made|OR_Caused|OR_Wrong|OR_Bad|OR_Med_Tim|OR_Blame
108.254.74.104,1,11.13,0,4,6,3,3,3,3,2,2,59.666,37.555,Douglas worried some workers about their jobs and the workers started a small riot.,59,1,5,,5,7,Orange Riot No Manipulation,OR_Wrong|OR_Blame|OR_Because|OR_Caused|OR_Bad|OR_Med_Tim|OR_Made
99.191.33.112,1,20.153,0,4,7,1,2,1,1,2,1,97.291,38.537,Douglas tried to help some orange harvesters by encouraging them to organize. Instead they rioted and damaged the farm.,48,1,5,,4,6,Orange Riot No Manipulation,OR_Made|OR_Bad|OR_Caused|OR_Blame|OR_Wrong|OR_Because|OR_Med_Tim
71.83.49.215,1,4.208,0,4,5,5,5,5,4,6,6,51.654,11.294,Douglas predicts prices for produce. One day; he decides to talk to the harvesters to encourage them to lobby for better treatment; they riot and destroy part of an orange farm.,23,2,5,,2,6,Orange Riot No Manipulation,OR_Caused|OR_Blame|OR_Made|OR_Med_Tim|OR_Because|OR_Bad|OR_Wrong
24.158.232.118,1,2.687,0,4,6,5,6,5,3,5,3,39.037,16.542,Douglas discovered the working conditions of harvesters and the threat of immigrants - his suggestions to the harvesters (and information about other workers) caused a riot.,22,1,5,,4,5,Orange Riot No Manipulation,OR_Wrong|OR_Made|OR_Med_Tim|OR_Blame|OR_Bad|OR_Caused|OR_Because
74.193.103.150,1,6.443,0,4,7,1,1,1,1,1,1,65.838,21.843,Douglas told the farmers that there was a risk of immigrants coming in and taking their jobs and they needed to demand better conditions and pay. They rioted and part of the orange farm burned.,30,2,5,,4,6,Orange Riot No Manipulation,OR_Bad|OR_Because|OR_Blame|OR_Wrong|OR_Made|OR_Caused|OR_Med_Tim
71.92.38.200,1,11.115,0,4,7,1,4,1,1,1,1,93.81,43.529,Douglas informed the orange harvesters of their poor working conditions and told them they could possibly lose their jobs. This caused the worked to riot and turn a truck over; which caught fire and burned some of the orange farm.,37,1,5,,2,8,Orange Riot No Manipulation,OR_Made|OR_Wrong|OR_Med_Tim|OR_Because|OR_Blame|OR_Bad|OR_Caused
71.48.177.232,1,1.774,0,4,7,1,1,1,1,5,1,34.779,20.088,Douglas worked with harvesters to determine the prices of apples and oranges. After Douglas told the harvesters to lobby for better work conditions; the harvesters rioted; flipped a truck and cause a fire.,28,2,5,,4,7,Orange Riot No Manipulation,OR_Med_Tim|OR_Bad|OR_Because|OR_Made|OR_Wrong|OR_Caused|OR_Blame
108.78.128.90,1,5.324,0,4,7,2,5,4,5,5,2,44.785,15.483,Douglas makes money on predicting produce prices. Later he tells produce workers that they are being treated unfairly and they riot.,29,1,5,,5,8,Orange Riot No Manipulation,OR_Wrong|OR_Bad|OR_Blame|OR_Because|OR_Made|OR_Med_Tim|OR_Caused
98.228.174.37,1,0.993,0,4,5,5,5,6,4,5,2,34.792,5.028,A rich guy who is a price speculator hatches a plan to get harvesters to riot and make prices of the things he speculates on skyrocket.  He manipulates them into doing this and he makes bank.,33,2,5,,5,3,Orange Riot No Manipulation,OR_Bad|OR_Because|OR_Made|OR_Wrong|OR_Blame|OR_Caused|OR_Med_Tim
66.220.236.101,1,3.436,0,4,6,5,5,5,5,3,2,43.321,18.797,Douglas went to an orange farm and incited the harvesters to demand better working conditions. The workers rioted and damage was done to the farm,56,2,5,,5,6,Orange Riot No Manipulation,OR_Blame|OR_Wrong|OR_Made|OR_Because|OR_Caused|OR_Med_Tim|OR_Bad
66.187.176.186,1,8.514,0,4,6,1,5,5,2,3,1,80.216,17.191,In an effort to encourage harvesters to demand better conditions for themselves and to prevent being treated poorly; Douglas explains to the harvesters that their jobs and livelihoods are at risk. As a result; the harvesters riot. ,30,2,5,,4,6,Orange Riot No Manipulation,OR_Wrong|OR_Caused|OR_Made|OR_Bad|OR_Med_Tim|OR_Blame|OR_Because
98.121.172.77,1,6.196,0,4,7,1,5,5,6,5,4,95.752,40.022,Douglas told some workers that they were not being treated fairly. As a result; the workers rioted and caused damage to the farm they worked at.,26,1,5,,2,8,Orange Riot No Manipulation,OR_Blame|OR_Because|OR_Made|OR_Bad|OR_Caused|OR_Wrong|OR_Med_Tim
168.161.192.17,1,3.688,0,4,6,3,3,4,3,2,3,58.153,15.698,Douglas told a group of farmers that they are working in very bad conditions and that they should fight for better wages and better working conditions.,28,1,3,,5,6,Orange Riot No Manipulation,OR_Blame|OR_Caused|OR_Made|OR_Wrong|OR_Bad|OR_Med_Tim|OR_Because
76.113.202.223,1,6.842,0,4,7,1,2,2,2,2,2,59.455,24.796,Doug cares about produce harvesters. One day; he went to an orange farm to talk to the harvesters and encourage them to get better work conditions. Soon after that; the farmers started a riot for fear of losing their jobs.,29,2,3,,6,7,Orange Riot No Manipulation,OR_Caused|OR_Med_Tim|OR_Because|OR_Wrong|OR_Made|OR_Bad|OR_Blame
97.116.45.129,1,6.153,0,4,6,1,2,1,1,1,1,51.541,10.947,Douglas felt bad for the harvesters and wanted them to band together and make their life conditions better for themselves. They heard him and got worried they would lose their houses so they decided to riot.,23,1,5,,4,8,Orange Riot No Manipulation,OR_Wrong|OR_Bad|OR_Caused|OR_Blame|OR_Med_Tim|OR_Because|OR_Made
71.161.77.223,1,16.844,0,4,7,5,5,5,6,6,2,65.984,40.281,Douglas was interested in getting better working conditions and wages for the havesters who worked in an orange grove. After he explained that workers who would accept lower wages could come in and take their jobs; the harvesters rioted and destroyed some property.,73,2,5,,4,10,Orange Riot No Manipulation,OR_Wrong|OR_Med_Tim|OR_Blame|OR_Made|OR_Bad|OR_Caused|OR_Because
97.116.45.129,1,1.452,0,4,7,1,1,1,1,1,1,12.479,6.831,Douglas tried to get the farm harvesters to lobby for better working conditions. In doing this the workers took it upon themselves to riot when hearing bad news that they might lose their jobs and family,48,2,5,,3,7,Orange Riot No Manipulation,OR_Made|OR_Bad|OR_Because|OR_Wrong|OR_Caused|OR_Blame|OR_Med_Tim
100.1.190.192,1,2.547,0,4,7,2,2,2,1,1,1,25.141,12.707,Douglas is a market price predictor; he studies conditions on farms.  At one point he encourages farm workers to organize in order to get better working conditions and job security; and they riot when they hear what he has to say.,35,2,5,,4,6,Orange Riot No Manipulation,OR_Med_Tim|OR_Caused|OR_Made|OR_Wrong|OR_Because|OR_Blame|OR_Bad
67.194.82.100,1,3.126,0,4,6,5,5,3,3,2,2,23.514,11.287,Douglas went to the farm to tell the harvesters to ask for better conditions. The harvesters then rioted; damaging part of the farm.,19,2,5,,4,4,Orange Riot No Manipulation,OR_Made|OR_Bad|OR_Blame|OR_Caused|OR_Wrong|OR_Med_Tim|OR_Because
174.51.240.137,1,14.406,0,4,4,5,5,6,5,4,2,215.676,103.844,encourage the harvesters to lobby for better working conditions,32,2,3,,5,6,Orange Riot No Manipulation,OR_Made|OR_Because|OR_Wrong|OR_Blame|OR_Bad|OR_Med_Tim|OR_Caused
184.2.97.108,1,4.995,0,4,6,6,6,6,6,6,4,36.732,16.793,A man convinced the harvesters that their jobs were in jeopardy; which lead to the harvesters rioting.,55,2,5,,5,6,Orange Riot No Manipulation,OR_Caused|OR_Blame|OR_Wrong|OR_Because|OR_Med_Tim|OR_Made|OR_Bad
24.20.140.167,1,1.643,0,4,2,5,4,5,6,5,5,28.067,13.109,Douglas; a predictor of market prices; told harvesters that they were being treated unfairly which led them to rioting.,23,1,5,,2,9,Orange Riot No Manipulation,OR_Made|OR_Blame|OR_Med_Tim|OR_Wrong|OR_Bad|OR_Caused|OR_Because
24.11.186.118,1,3.978,0,4,7,1,2,1,1,1,1,57.718,20.3,Douglas told the workers that their jobs may be lost to immigrants and they rioted destroying part of an orange farm.,28,2,5,,5,5,Orange Riot No Manipulation,OR_Wrong|OR_Made|OR_Caused|OR_Blame|OR_Bad|OR_Because|OR_Med_Tim
68.104.220.207,1,5.052,0,4,5,5,5,5,5,5,6,29.235,25.323,douglas is a wealthy man who makes money predicting products.at the end of the story he was upcet nothing when like  he planned,20,2,2,,4,3,Orange Riot No Manipulation,OR_Bad|OR_Made|OR_Wrong|OR_Because|OR_Med_Tim|OR_Caused|OR_Blame
50.113.7.177,1,3.91,0,4,5,6,7,6,5,6,6,29.155,21.462,Doug goes to a farm and tells the harvesters that they would lose their jobs,32,1,3,,2,7,Orange Riot No Manipulation,OR_Made|OR_Bad|OR_Because|OR_Wrong|OR_Med_Tim|OR_Caused|OR_Blame
69.171.163.215,1,14.047,0,4,6,4,6,5,5,4,3,55.822,20.689,A guy named Douglas; who made his money predicting the prices of produce; told harvesters he cared for that they may lose their jobs to immigrants. They rioted and overturned a truck; causing it to burn part of the orange farm.,30,1,5,,2,9,Orange Riot No Manipulation,OR_Because|OR_Wrong|OR_Med_Tim|OR_Made|OR_Blame|OR_Bad|OR_Caused
